=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.05.13 22:03:43 =~=~=~=~=~=~=~=~=~=~=~=
30,45,70,
230,330,30,430,530,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
230,330,30,430,530,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
230,320,20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
260,330,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
260,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,530,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
230,30,40,50,60,70,
20,330,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,530,630,730,
230,30,40,50,60,70,
20,30,40,50,630,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,530,630,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,630,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,660,760,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
230,330,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
230,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
230,30,40,50,60,70,
260,30,40,50,60,70,
260,30,40,50,60,70,
260,30,40,50,60,70,
260,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,630,760,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,430,560,690,790,
20,30,40,50,60,70,
20,30,40,50,630,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,630,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,330,40,530,60,70,
230,330,40,530,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,530,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,630,70,
20,30,40,50,630,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
230,30,40,50,60,70,
230,30,40,50,60,70,
230,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,530,630,70,
230,30,40,530,660,70,
20,30,40,50,630,70,
20,30,40,530,630,70,
20,30,430,530,660,70,
20,30,430,530,630,70,
230,30,430,530,630,70,
230,30,40,530,630,70,
20,30,40,530,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
260,330,430,530,660,70,
230,30,40,530,660,70,
20,30,430,530,630,70,
20,30,40,530,630,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
230,30,40,50,60,70,
260,30,40,530,630,70,
260,30,40,50,60,730,
20,30,40,530,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
230,30,40,50,60,70,
230,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
20,30,40,50,60,70,
