OctaveIndex,OctaveValue,AdjustedOctaveValue,NoiseLevel,Timepoint,Frequency
6,91,232,70,114,5000hz
7,7,31,70,114,5000hz
2,-30,-67,100,115,5000hz
3,-27,-40,85,115,5000hz
4,-28,-50,85,115,5000hz
5,-1,-2,80,115,5000hz
6,92,234,70,115,5000hz
7,2,9,70,115,5000hz
2,-30,-67,100,116,5000hz
3,-32,-48,85,116,5000hz
4,-25,-45,85,116,5000hz
5,1,2,80,116,5000hz
6,92,234,70,116,5000hz
7,3,13,70,116,5000hz
2,-32,-72,100,117,5000hz
3,-29,-43,85,117,5000hz
4,-23,-41,85,117,5000hz
5,-8,-16,80,117,5000hz
6,90,229,70,117,5000hz
7,5,22,70,117,5000hz
2,-33,-74,100,118,5000hz
3,-24,-36,85,118,5000hz
4,-20,-36,85,118,5000hz
5,-4,-8,80,118,5000hz
6,89,226,70,118,5000hz
7,5,22,70,118,5000hz
2,-25,-56,100,119,5000hz
3,-25,-37,85,119,5000hz
4,-23,-41,85,119,5000hz
5,-2,-4,80,119,5000hz
6,90,229,70,119,5000hz
7,4,18,70,119,5000hz
2,-28,-63,100,120,5000hz
3,-28,-42,85,120,5000hz
4,-25,-45,85,120,5000hz
5,-2,-4,80,120,5000hz
6,91,232,70,120,5000hz
7,1,4,70,120,5000hz
2,72,108,100,1,500hz
3,81,81,85,1,500hz
4,-18,-21,85,1,500hz
5,-21,-29,80,1,500hz
6,-1,-1,70,1,500hz
7,8,24,70,1,500hz
2,72,108,100,2,500hz
3,81,81,85,2,500hz
4,-26,-31,85,2,500hz
5,-16,-22,80,2,500hz
6,0,0,70,2,500hz
7,3,9,70,2,500hz
2,72,108,100,3,500hz
3,81,81,85,3,500hz
4,-25,-30,85,3,500hz
5,-19,-26,80,3,500hz
6,-3,-5,70,3,500hz
7,0,0,70,3,500hz
2,72,108,100,4,500hz
3,81,81,85,4,500hz
4,-27,-32,85,4,500hz
5,-20,-28,80,4,500hz
6,1,1,70,4,500hz
7,4,12,70,4,500hz
2,72,108,100,5,500hz
3,81,81,85,5,500hz
4,-18,-21,85,5,500hz
5,-17,-23,80,5,500hz
6,-5,-8,70,5,500hz
7,4,12,70,5,500hz
2,72,108,100,6,500hz
3,81,81,85,6,500hz
4,-18,-21,85,6,500hz
5,-17,-23,80,6,500hz
6,-1,-1,70,6,500hz
7,5,15,70,6,500hz
2,72,108,100,7,500hz
3,81,81,85,7,500hz
4,-20,-24,85,7,500hz
5,-18,-25,80,7,500hz
6,1,1,70,7,500hz
7,6,18,70,7,500hz
2,72,108,100,8,500hz
3,81,81,85,8,500hz
4,-19,-22,85,8,500hz
5,-20,-28,80,8,500hz
6,-2,-3,70,8,500hz
7,5,15,70,8,500hz
2,72,108,100,9,500hz
3,81,81,85,9,500hz
4,-17,-20,85,9,500hz
5,-19,-26,80,9,500hz
6,-1,-1,70,9,500hz
7,1,3,70,9,500hz
2,72,108,100,10,500hz
3,81,81,85,10,500hz
4,-37,-44,85,10,500hz
5,-23,-32,80,10,500hz
6,-6,-10,70,10,500hz
7,6,18,70,10,500hz
2,72,108,100,11,500hz
3,81,81,85,11,500hz
4,-24,-28,85,11,500hz
5,-15,-21,80,11,500hz
6,-3,-5,70,11,500hz
7,8,24,70,11,500hz
2,71,106,100,12,500hz
3,80,80,85,12,500hz
4,-21,-25,85,12,500hz
5,-12,-16,80,12,500hz
6,-1,-1,70,12,500hz
7,5,15,70,12,500hz
2,71,106,100,13,500hz
3,81,81,85,13,500hz
4,-23,-27,85,13,500hz
5,-19,-26,80,13,500hz
6,-5,-8,70,13,500hz
7,5,15,70,13,500hz
2,72,108,100,14,500hz
3,80,80,85,14,500hz
4,-23,-27,85,14,500hz
5,-19,-26,80,14,500hz
6,4,6,70,14,500hz
7,4,12,70,14,500hz
2,72,108,100,15,500hz
3,81,81,85,15,500hz
4,-19,-22,85,15,500hz
5,-17,-23,80,15,500hz
6,0,0,70,15,500hz
7,4,12,70,15,500hz
2,72,108,100,16,500hz
3,80,80,85,16,500hz
4,-19,-22,85,16,500hz
5,-17,-23,80,16,500hz
6,0,0,70,16,500hz
7,10,30,70,16,500hz
2,72,108,100,17,500hz
3,81,81,85,17,500hz
4,-31,-37,85,17,500hz
5,-17,-23,80,17,500hz
6,-3,-5,70,17,500hz
7,7,21,70,17,500hz
2,72,108,100,18,500hz
3,81,81,85,18,500hz
4,-15,-18,85,18,500hz
5,-20,-28,80,18,500hz
6,-1,-1,70,18,500hz
7,4,12,70,18,500hz
2,72,108,100,19,500hz
3,81,81,85,19,500hz
4,-23,-27,85,19,500hz
5,-19,-26,80,19,500hz
6,-1,-1,70,19,500hz
7,6,18,70,19,500hz
2,72,108,100,20,500hz
3,81,81,85,20,500hz
4,-15,-18,85,20,500hz
5,-19,-26,80,20,500hz
6,2,3,70,20,500hz
7,7,21,70,20,500hz
2,72,108,100,21,500hz
3,81,81,85,21,500hz
4,-26,-31,85,21,500hz
5,-19,-26,80,21,500hz
6,-4,-6,70,21,500hz
7,8,24,70,21,500hz
2,72,108,100,22,500hz
3,81,81,85,22,500hz
4,-19,-22,85,22,500hz
5,-19,-26,80,22,500hz
6,-3,-5,70,22,500hz
7,1,3,70,22,500hz
2,72,108,100,23,500hz
3,81,81,85,23,500hz
4,-13,-15,85,23,500hz
5,-16,-22,80,23,500hz
6,0,0,70,23,500hz
7,6,18,70,23,500hz
2,72,108,100,24,500hz
3,81,81,85,24,500hz
4,-25,-30,85,24,500hz
5,-17,-23,80,24,500hz
6,-1,-1,70,24,500hz
7,7,21,70,24,500hz
2,72,108,100,25,500hz
3,81,81,85,25,500hz
4,-22,-26,85,25,500hz
5,-14,-19,80,25,500hz
6,2,3,70,25,500hz
7,6,18,70,25,500hz
2,72,108,100,26,500hz
3,81,81,85,26,500hz
4,-21,-25,85,26,500hz
5,-18,-25,80,26,500hz
6,1,1,70,26,500hz
7,6,18,70,26,500hz
2,71,106,100,27,500hz
3,80,80,85,27,500hz
4,-17,-20,85,27,500hz
5,-21,-29,80,27,500hz
6,1,1,70,27,500hz
7,5,15,70,27,500hz
2,71,106,100,28,500hz
3,80,80,85,28,500hz
4,-14,-16,85,28,500hz
5,-9,-12,80,28,500hz
6,3,5,70,28,500hz
7,5,15,70,28,500hz
2,71,106,100,29,500hz
3,80,80,85,29,500hz
4,-11,-13,85,29,500hz
5,-3,-4,80,29,500hz
6,1,1,70,29,500hz
7,5,15,70,29,500hz
2,71,106,100,30,500hz
3,80,80,85,30,500hz
4,-17,-20,85,30,500hz
5,-6,-8,80,30,500hz
6,3,5,70,30,500hz
7,1,3,70,30,500hz
2,70,105,100,31,500hz
3,79,79,85,31,500hz
4,-10,-12,85,31,500hz
5,-7,-9,80,31,500hz
6,-1,-1,70,31,500hz
7,4,12,70,31,500hz
2,70,105,100,32,500hz
3,78,78,85,32,500hz
4,0,0,85,32,500hz
5,-9,-12,80,32,500hz
6,4,6,70,32,500hz
7,4,12,70,32,500hz
2,69,103,100,33,500hz
3,78,78,85,33,500hz
4,-4,-4,85,33,500hz
5,-6,-8,80,33,500hz
6,3,5,70,33,500hz
7,5,15,70,33,500hz
2,69,103,100,34,500hz
3,78,78,85,34,500hz
4,-18,-21,85,34,500hz
5,-11,-15,80,34,500hz
6,0,0,70,34,500hz
7,7,21,70,34,500hz
2,69,103,100,35,500hz
3,78,78,85,35,500hz
4,-12,-14,85,35,500hz
5,-11,-15,80,35,500hz
6,-3,-5,70,35,500hz
7,7,21,70,35,500hz
2,70,105,100,36,500hz
3,79,79,85,36,500hz
4,-18,-21,85,36,500hz
5,-16,-22,80,36,500hz
6,0,0,70,36,500hz
7,1,3,70,36,500hz
2,71,106,100,37,500hz
3,80,80,85,37,500hz
4,-14,-16,85,37,500hz
5,-14,-19,80,37,500hz
6,-2,-3,70,37,500hz
7,7,21,70,37,500hz
2,72,108,100,38,500hz
3,81,81,85,38,500hz
4,-10,-12,85,38,500hz
5,-9,-12,80,38,500hz
6,-1,-1,70,38,500hz
7,5,15,70,38,500hz
2,73,109,100,39,500hz
3,81,81,85,39,500hz
4,-12,-14,85,39,500hz
5,-14,-19,80,39,500hz
6,0,0,70,39,500hz
7,6,18,70,39,500hz
2,73,109,100,40,500hz
3,82,82,85,40,500hz
4,-17,-20,85,40,500hz
5,-11,-15,80,40,500hz
6,-1,-1,70,40,500hz
7,4,12,70,40,500hz
2,72,108,100,41,500hz
3,81,81,85,41,500hz
4,-14,-16,85,41,500hz
5,-17,-23,80,41,500hz
6,-7,-11,70,41,500hz
7,3,9,70,41,500hz
2,72,108,100,42,500hz
3,81,81,85,42,500hz
4,-25,-30,85,42,500hz
5,-15,-21,80,42,500hz
6,-4,-6,70,42,500hz
7,3,9,70,42,500hz
2,73,109,100,43,500hz
3,82,82,85,43,500hz
4,-14,-16,85,43,500hz
5,-7,-9,80,43,500hz
6,0,0,70,43,500hz
7,5,15,70,43,500hz
2,72,108,100,44,500hz
3,81,81,85,44,500hz
4,-22,-26,85,44,500hz
5,-7,-9,80,44,500hz
6,1,1,70,44,500hz
7,6,18,70,44,500hz
2,72,108,100,45,500hz
3,82,82,85,45,500hz
4,-13,-15,85,45,500hz
5,-16,-22,80,45,500hz
6,0,0,70,45,500hz
7,1,3,70,45,500hz
2,72,108,100,46,500hz
3,82,82,85,46,500hz
4,-18,-21,85,46,500hz
5,-16,-22,80,46,500hz
6,0,0,70,46,500hz
7,6,18,70,46,500hz
2,73,109,100,47,500hz
3,82,82,85,47,500hz
4,-18,-21,85,47,500hz
5,-16,-22,80,47,500hz
6,1,1,70,47,500hz
7,3,9,70,47,500hz
2,73,109,100,48,500hz
3,82,82,85,48,500hz
4,-19,-22,85,48,500hz
5,-16,-22,80,48,500hz
6,-2,-3,70,48,500hz
7,5,15,70,48,500hz
2,73,109,100,49,500hz
3,82,82,85,49,500hz
4,-19,-22,85,49,500hz
5,-19,-26,80,49,500hz
6,-3,-5,70,49,500hz
7,6,18,70,49,500hz
2,72,108,100,50,500hz
3,81,81,85,50,500hz
4,-25,-30,85,50,500hz
5,-20,-28,80,50,500hz
6,0,0,70,50,500hz
7,4,12,70,50,500hz
2,72,162,100,51,500hz
3,81,121,85,51,500hz
4,-19,-34,85,51,500hz
5,-12,-25,80,51,500hz
6,-5,-12,70,51,500hz
7,2,9,70,51,500hz
2,72,162,100,52,500hz
3,81,121,85,52,500hz
4,-18,-32,85,52,500hz
5,-20,-42,80,52,500hz
6,-2,-5,70,52,500hz
7,5,22,70,52,500hz
2,72,162,100,53,500hz
3,81,121,85,53,500hz
4,-19,-34,85,53,500hz
5,-18,-37,80,53,500hz
6,-2,-5,70,53,500hz
7,5,22,70,53,500hz
2,72,162,100,54,500hz
3,81,121,85,54,500hz
4,-20,-36,85,54,500hz
5,-21,-44,80,54,500hz
6,3,7,70,54,500hz
7,3,13,70,54,500hz
2,73,164,100,55,500hz
3,82,123,85,55,500hz
4,-16,-28,85,55,500hz
5,-20,-42,80,55,500hz
6,-3,-7,70,55,500hz
7,6,27,70,55,500hz
2,73,164,100,56,500hz
3,82,123,85,56,500hz
4,-24,-43,85,56,500hz
5,-22,-46,80,56,500hz
6,-2,-5,70,56,500hz
7,3,13,70,56,500hz
2,73,164,100,57,500hz
3,82,123,85,57,500hz
4,-22,-39,85,57,500hz
5,-19,-39,80,57,500hz
6,-4,-10,70,57,500hz
7,4,18,70,57,500hz
2,73,164,100,58,500hz
3,82,123,85,58,500hz
4,-16,-28,85,58,500hz
5,-14,-29,80,58,500hz
6,-2,-5,70,58,500hz
7,6,27,70,58,500hz
2,73,164,100,59,500hz
3,81,121,85,59,500hz
4,-20,-36,85,59,500hz
5,-17,-35,80,59,500hz
6,-5,-12,70,59,500hz
7,3,13,70,59,500hz
2,73,164,100,60,500hz
3,82,123,85,60,500hz
4,-22,-39,85,60,500hz
5,-22,-46,80,60,500hz
6,1,2,70,60,500hz
7,9,40,70,60,500hz
2,73,164,100,61,500hz
3,82,123,85,61,500hz
4,-22,-39,85,61,500hz
5,-19,-39,80,61,500hz
6,-1,-2,70,61,500hz
7,7,31,70,61,500hz
2,73,164,100,62,500hz
3,82,123,85,62,500hz
4,-18,-32,85,62,500hz
5,-19,-39,80,62,500hz
6,1,2,70,62,500hz
7,4,18,70,62,500hz
2,73,164,100,63,500hz
3,81,121,85,63,500hz
4,-18,-32,85,63,500hz
5,-14,-29,80,63,500hz
6,-2,-5,70,63,500hz
7,3,13,70,63,500hz
2,72,162,100,64,500hz
3,81,121,85,64,500hz
4,-18,-32,85,64,500hz
5,-18,-37,80,64,500hz
6,-4,-10,70,64,500hz
7,3,13,70,64,500hz
2,72,162,100,65,500hz
3,81,121,85,65,500hz
4,-30,-54,85,65,500hz
5,-16,-33,80,65,500hz
6,-1,-2,70,65,500hz
7,6,27,70,65,500hz
2,72,162,100,66,500hz
3,81,121,85,66,500hz
4,-23,-41,85,66,500hz
5,-16,-33,80,66,500hz
6,2,5,70,66,500hz
7,7,31,70,66,500hz
2,72,162,100,67,500hz
3,81,121,85,67,500hz
4,-21,-37,85,67,500hz
5,-12,-25,80,67,500hz
6,-3,-7,70,67,500hz
7,8,36,70,67,500hz
2,72,162,100,68,500hz
3,81,121,85,68,500hz
4,-19,-34,85,68,500hz
5,-20,-42,80,68,500hz
6,-1,-2,70,68,500hz
7,5,22,70,68,500hz
2,72,162,100,69,500hz
3,81,121,85,69,500hz
4,-17,-30,85,69,500hz
5,-17,-35,80,69,500hz
6,-1,-2,70,69,500hz
7,2,9,70,69,500hz
2,72,162,100,70,500hz
3,81,121,85,70,500hz
4,-25,-45,85,70,500hz
5,-15,-31,80,70,500hz
6,-3,-7,70,70,500hz
7,6,27,70,70,500hz
2,72,162,100,71,500hz
3,81,121,85,71,500hz
4,-25,-45,85,71,500hz
5,-18,-37,80,71,500hz
6,-5,-12,70,71,500hz
7,6,27,70,71,500hz
2,72,162,100,72,500hz
3,81,121,85,72,500hz
4,-19,-34,85,72,500hz
5,-20,-42,80,72,500hz
6,-2,-5,70,72,500hz
7,4,18,70,72,500hz
2,72,162,100,73,500hz
3,81,121,85,73,500hz
4,-16,-28,85,73,500hz
5,-20,-42,80,73,500hz
6,-2,-5,70,73,500hz
7,4,18,70,73,500hz
2,72,162,100,74,500hz
3,81,121,85,74,500hz
4,-19,-34,85,74,500hz
5,-20,-42,80,74,500hz
6,1,2,70,74,500hz
7,5,22,70,74,500hz
2,72,162,100,75,500hz
3,81,121,85,75,500hz
4,-25,-45,85,75,500hz
5,-23,-48,80,75,500hz
6,-3,-7,70,75,500hz
7,2,9,70,75,500hz
2,72,162,100,76,500hz
3,81,121,85,76,500hz
4,-19,-34,85,76,500hz
5,-19,-39,80,76,500hz
6,2,5,70,76,500hz
7,4,18,70,76,500hz
2,72,162,100,77,500hz
3,81,121,85,77,500hz
4,-21,-37,85,77,500hz
5,-14,-29,80,77,500hz
6,-7,-17,70,77,500hz
7,5,22,70,77,500hz
2,72,162,100,78,500hz
3,81,121,85,78,500hz
4,-21,-37,85,78,500hz
5,-21,-44,80,78,500hz
6,-1,-2,70,78,500hz
7,5,22,70,78,500hz
2,72,162,100,79,500hz
3,81,121,85,79,500hz
4,-20,-36,85,79,500hz
5,-16,-33,80,79,500hz
6,0,0,70,79,500hz
7,5,22,70,79,500hz
2,72,162,100,80,500hz
3,81,121,85,80,500hz
4,-16,-28,85,80,500hz
5,-15,-31,80,80,500hz
6,-3,-7,70,80,500hz
7,4,18,70,80,500hz
2,72,162,100,81,500hz
3,81,121,85,81,500hz
4,-20,-36,85,81,500hz
5,-20,-42,80,81,500hz
6,-4,-10,70,81,500hz
7,3,13,70,81,500hz
2,72,162,100,82,500hz
3,81,121,85,82,500hz
4,-23,-41,85,82,500hz
5,-16,-33,80,82,500hz
6,-1,-2,70,82,500hz
7,7,31,70,82,500hz
2,72,162,100,83,500hz
3,81,121,85,83,500hz
4,-22,-39,85,83,500hz
5,-17,-35,80,83,500hz
6,0,0,70,83,500hz
7,7,31,70,83,500hz
2,72,162,100,84,500hz
3,81,121,85,84,500hz
4,-26,-46,85,84,500hz
5,-20,-42,80,84,500hz
6,-3,-7,70,84,500hz
7,5,22,70,84,500hz
2,72,162,100,85,500hz
3,81,121,85,85,500hz
4,-23,-41,85,85,500hz
5,-19,-39,80,85,500hz
6,2,5,70,85,500hz
7,5,22,70,85,500hz
2,72,162,100,86,500hz
3,81,121,85,86,500hz
4,-21,-37,85,86,500hz
5,-14,-29,80,86,500hz
6,0,0,70,86,500hz
7,2,9,70,86,500hz
2,72,162,100,87,500hz
3,81,121,85,87,500hz
4,-14,-25,85,87,500hz
5,-14,-29,80,87,500hz
6,-6,-15,70,87,500hz
7,3,13,70,87,500hz
2,72,162,100,88,500hz
3,81,121,85,88,500hz
4,-20,-36,85,88,500hz
5,-22,-46,80,88,500hz
6,-1,-2,70,88,500hz
7,6,27,70,88,500hz
2,72,162,100,89,500hz
3,81,121,85,89,500hz
4,-14,-25,85,89,500hz
5,-14,-29,80,89,500hz
6,-1,-2,70,89,500hz
7,4,18,70,89,500hz
2,72,162,100,90,500hz
3,81,121,85,90,500hz
4,-18,-32,85,90,500hz
5,-18,-37,80,90,500hz
6,-4,-10,70,90,500hz
7,5,22,70,90,500hz
2,72,162,100,91,500hz
3,81,121,85,91,500hz
4,-25,-45,85,91,500hz
5,-18,-37,80,91,500hz
6,-4,-10,70,91,500hz
7,3,13,70,91,500hz
2,71,159,100,92,500hz
3,80,120,85,92,500hz
4,-14,-25,85,92,500hz
5,-15,-31,80,92,500hz
6,-3,-7,70,92,500hz
7,5,22,70,92,500hz
2,72,162,100,93,500hz
3,81,121,85,93,500hz
4,-22,-39,85,93,500hz
5,-18,-37,80,93,500hz
6,-3,-7,70,93,500hz
7,0,0,70,93,500hz
2,72,162,100,94,500hz
3,81,121,85,94,500hz
4,-18,-32,85,94,500hz
5,-15,-31,80,94,500hz
6,-4,-10,70,94,500hz
7,6,27,70,94,500hz
2,71,159,100,95,500hz
3,80,120,85,95,500hz
4,-24,-43,85,95,500hz
5,-24,-50,80,95,500hz
6,-3,-7,70,95,500hz
7,7,31,70,95,500hz
2,71,159,100,96,500hz
3,80,120,85,96,500hz
4,-21,-37,85,96,500hz
5,-19,-39,80,96,500hz
6,-2,-5,70,96,500hz
7,3,13,70,96,500hz
2,72,162,100,97,500hz
3,81,121,85,97,500hz
4,-24,-43,85,97,500hz
5,-21,-44,80,97,500hz
6,-2,-5,70,97,500hz
7,5,22,70,97,500hz
2,72,162,100,98,500hz
3,80,120,85,98,500hz
4,-19,-34,85,98,500hz
5,-19,-39,80,98,500hz
6,-1,-2,70,98,500hz
7,7,31,70,98,500hz
2,72,162,100,99,500hz
3,81,121,85,99,500hz
4,-17,-30,85,99,500hz
5,-13,-27,80,99,500hz
6,4,10,70,99,500hz
7,6,27,70,99,500hz
2,72,162,100,100,500hz
3,81,121,85,100,500hz
4,-19,-34,85,100,500hz
5,-17,-35,80,100,500hz
6,-3,-7,70,100,500hz
7,4,18,70,100,500hz
2,72,162,100,101,500hz
3,81,121,85,101,500hz
4,-18,-32,85,101,500hz
5,21,44,80,101,500hz
6,0,0,70,101,500hz
7,2,9,70,101,500hz
2,72,162,100,102,500hz
3,81,121,85,102,500hz
4,-18,-32,85,102,500hz
5,-21,-44,80,102,500hz
6,-1,-2,70,102,500hz
7,7,31,70,102,500hz
2,72,162,100,103,500hz
3,81,121,85,103,500hz
4,-21,-37,85,103,500hz
5,-17,-35,80,103,500hz
6,-2,-5,70,103,500hz
7,5,22,70,103,500hz
2,72,162,100,104,500hz
3,81,121,85,104,500hz
4,-15,-27,85,104,500hz
5,-19,-39,80,104,500hz
6,-3,-7,70,104,500hz
7,8,36,70,104,500hz
2,72,162,100,105,500hz
3,81,121,85,105,500hz
4,-14,-25,85,105,500hz
5,-15,-31,80,105,500hz
6,2,5,70,105,500hz
7,5,22,70,105,500hz
2,72,162,100,106,500hz
3,81,121,85,106,500hz
4,-19,-34,85,106,500hz
5,-16,-33,80,106,500hz
6,-2,-5,70,106,500hz
7,2,9,70,106,500hz
2,72,162,100,107,500hz
3,81,121,85,107,500hz
4,-15,-27,85,107,500hz
5,-13,-27,80,107,500hz
6,-5,-12,70,107,500hz
7,5,22,70,107,500hz
2,72,162,100,108,500hz
3,81,121,85,108,500hz
4,-22,-39,85,108,500hz
5,-22,-46,80,108,500hz
6,-2,-5,70,108,500hz
7,4,18,70,108,500hz
2,72,162,100,109,500hz
3,81,121,85,109,500hz
4,-24,-43,85,109,500hz
5,-13,-27,80,109,500hz
6,2,5,70,109,500hz
7,8,36,70,109,500hz
2,72,162,100,110,500hz
3,81,121,85,110,500hz
4,-23,-41,85,110,500hz
5,-17,-35,80,110,500hz
6,2,5,70,110,500hz
7,3,13,70,110,500hz
2,72,162,100,111,500hz
3,81,121,85,111,500hz
4,-26,-46,85,111,500hz
5,-18,-37,80,111,500hz
6,-1,-2,70,111,500hz
7,5,22,70,111,500hz
2,72,162,100,112,500hz
3,81,121,85,112,500hz
4,-22,-39,85,112,500hz
5,-12,-25,80,112,500hz
6,1,2,70,112,500hz
7,4,18,70,112,500hz
2,72,162,100,113,500hz
3,81,121,85,113,500hz
4,-19,-34,85,113,500hz
5,-1,-2,80,113,500hz
6,3,7,70,113,500hz
7,5,22,70,113,500hz
2,72,162,100,114,500hz
3,81,121,85,114,500hz
4,-19,-34,85,114,500hz
5,-15,-31,80,114,500hz
6,-1,-2,70,114,500hz
7,5,22,70,114,500hz
2,72,162,100,115,500hz
3,81,121,85,115,500hz
4,-21,-37,85,115,500hz
5,-17,-35,80,115,500hz
6,-3,-7,70,115,500hz
7,4,18,70,115,500hz
2,72,162,100,116,500hz
3,81,121,85,116,500hz
4,-18,-32,85,116,500hz
5,-17,-35,80,116,500hz
6,1,2,70,116,500hz
7,3,13,70,116,500hz
2,72,162,100,117,500hz
3,81,121,85,117,500hz
4,-13,-23,85,117,500hz
5,-15,-31,80,117,500hz
6,1,2,70,117,500hz
7,2,9,70,117,500hz
2,72,162,100,118,500hz
3,81,121,85,118,500hz
4,-15,-27,85,118,500hz
5,-15,-31,80,118,500hz
6,-3,-7,70,118,500hz
7,2,9,70,118,500hz
2,72,162,100,119,500hz
3,81,121,85,119,500hz
4,-14,-25,85,119,500hz
5,-11,-23,80,119,500hz
6,0,0,70,119,500hz
7,4,18,70,119,500hz
2,72,162,100,120,500hz
3,81,121,85,120,500hz
4,-21,-37,85,120,500hz
5,-16,-33,80,120,500hz
6,0,0,70,120,500hz
7,4,18,70,120,500hz
2,72,162,100,121,500hz
3,81,121,85,121,500hz
4,-26,-46,85,121,500hz
5,-18,-37,80,121,500hz
6,0,0,70,121,500hz
7,5,22,70,121,500hz
2,72,162,100,122,500hz
3,81,121,85,122,500hz
4,-19,-34,85,122,500hz
5,-21,-44,80,122,500hz
6,-3,-7,70,122,500hz
7,0,0,70,122,500hz
2,-48,-72,100,1,50hz
3,-25,-25,85,1,50hz
4,-24,-28,85,1,50hz
5,-23,-32,80,1,50hz
6,-2,-3,70,1,50hz
7,5,15,70,1,50hz
2,-25,-37,100,2,50hz
3,-12,-12,85,2,50hz
4,-20,-24,85,2,50hz
5,-19,-26,80,2,50hz
6,0,0,70,2,50hz
7,3,9,70,2,50hz
2,-23,-34,100,3,50hz
3,-22,-22,85,3,50hz
4,-24,-28,85,3,50hz
5,-20,-28,80,3,50hz
6,-5,-8,70,3,50hz
7,6,18,70,3,50hz
2,-19,-28,100,4,50hz
3,-22,-22,85,4,50hz
4,-22,-26,85,4,50hz
5,-15,-21,80,4,50hz
6,-3,-5,70,4,50hz
7,4,12,70,4,50hz
2,-34,-51,100,5,50hz
3,-18,-18,85,5,50hz
4,-24,-28,85,5,50hz
5,-15,-21,80,5,50hz
6,-1,-1,70,5,50hz
7,2,6,70,5,50hz
2,-11,-16,100,6,50hz
3,-16,-16,85,6,50hz
4,-29,-34,85,6,50hz
5,-14,-19,80,6,50hz
6,-4,-6,70,6,50hz
7,3,9,70,6,50hz
2,-45,-67,100,7,50hz
3,-31,-31,85,7,50hz
4,-25,-30,85,7,50hz
5,-11,-15,80,7,50hz
6,0,0,70,7,50hz
7,2,6,70,7,50hz
2,-19,-28,100,8,50hz
3,-18,-18,85,8,50hz
4,-23,-27,85,8,50hz
5,-21,-29,80,8,50hz
6,-2,-3,70,8,50hz
7,4,12,70,8,50hz
2,-30,-45,100,9,50hz
3,-25,-25,85,9,50hz
4,-23,-27,85,9,50hz
5,-17,-23,80,9,50hz
6,-1,-1,70,9,50hz
7,4,12,70,9,50hz
2,-29,-43,100,10,50hz
3,-25,-25,85,10,50hz
4,-20,-24,85,10,50hz
5,-14,-19,80,10,50hz
6,-1,-1,70,10,50hz
7,2,6,70,10,50hz
2,-22,-33,100,11,50hz
3,-27,-27,85,11,50hz
4,-21,-25,85,11,50hz
5,-21,-29,80,11,50hz
6,3,5,70,11,50hz
7,6,18,70,11,50hz
2,-19,-28,100,12,50hz
3,-30,-30,85,12,50hz
4,-29,-34,85,12,50hz
5,-17,-23,80,12,50hz
6,-7,-11,70,12,50hz
7,3,9,70,12,50hz
2,-19,-28,100,13,50hz
3,-17,-17,85,13,50hz
4,-18,-21,85,13,50hz
5,-18,-25,80,13,50hz
6,-2,-3,70,13,50hz
7,3,9,70,13,50hz
2,-39,-58,100,14,50hz
3,-31,-31,85,14,50hz
4,-19,-22,85,14,50hz
5,-17,-23,80,14,50hz
6,-2,-3,70,14,50hz
7,6,18,70,14,50hz
2,-16,-24,100,15,50hz
3,-26,-26,85,15,50hz
4,-23,-27,85,15,50hz
5,-19,-26,80,15,50hz
6,2,3,70,15,50hz
7,5,15,70,15,50hz
2,-38,-57,100,16,50hz
3,-24,-24,85,16,50hz
4,-19,-22,85,16,50hz
5,-16,-22,80,16,50hz
6,-1,-1,70,16,50hz
7,3,9,70,16,50hz
2,-31,-46,100,17,50hz
3,-24,-24,85,17,50hz
4,-26,-31,85,17,50hz
5,-20,-28,80,17,50hz
6,-1,-1,70,17,50hz
7,5,15,70,17,50hz
2,-28,-42,100,18,50hz
3,-18,-18,85,18,50hz
4,-27,-32,85,18,50hz
5,-19,-26,80,18,50hz
6,-3,-5,70,18,50hz
7,4,12,70,18,50hz
2,-33,-49,100,19,50hz
3,-17,-17,85,19,50hz
4,-27,-32,85,19,50hz
5,-11,-15,80,19,50hz
6,1,1,70,19,50hz
7,6,18,70,19,50hz
2,-28,-42,100,20,50hz
3,-28,-28,85,20,50hz
4,-25,-30,85,20,50hz
5,-13,-18,80,20,50hz
6,-2,-3,70,20,50hz
7,8,24,70,20,50hz
2,-36,-54,100,21,50hz
3,-18,-18,85,21,50hz
4,-24,-28,85,21,50hz
5,-17,-23,80,21,50hz
6,0,0,70,21,50hz
7,7,21,70,21,50hz
2,-20,-30,100,22,50hz
3,-21,-21,85,22,50hz
4,-25,-30,85,22,50hz
5,-19,-26,80,22,50hz
6,-4,-6,70,22,50hz
7,2,6,70,22,50hz
2,-34,-51,100,23,50hz
3,-19,-19,85,23,50hz
4,-24,-28,85,23,50hz
5,-15,-21,80,23,50hz
6,-1,-1,70,23,50hz
7,7,21,70,23,50hz
2,-28,-42,100,24,50hz
3,-30,-30,85,24,50hz
4,-24,-28,85,24,50hz
5,-19,-26,80,24,50hz
6,-3,-5,70,24,50hz
7,2,6,70,24,50hz
2,-32,-48,100,25,50hz
3,-22,-22,85,25,50hz
4,-21,-25,85,25,50hz
5,-18,-25,80,25,50hz
6,0,0,70,25,50hz
7,5,15,70,25,50hz
2,-20,-30,100,26,50hz
3,-22,-22,85,26,50hz
4,-20,-24,85,26,50hz
5,-19,-26,80,26,50hz
6,-6,-10,70,26,50hz
7,1,3,70,26,50hz
2,-18,-27,100,27,50hz
